txt_fn,pedestrian,bicycle,car,motorcycle,bus,train,truck
000000130984.txt,0,0,0,0,0,3,0
000000301333.txt,0,0,0,0,0,1,0
000000546151.txt,1,0,0,0,1,0,0
000000144505.txt,0,0,0,0,0,0,1
000000466247.txt,0,1,1,0,0,0,0
000000250744.txt,0,0,0,0,4,0,0
000000431139.txt,1,0,0,0,0,1,0
000000329793.txt,1,0,0,3,0,0,0
000000351967.txt,0,0,1,0,0,0,0
000000316275.txt,0,0,1,0,1,0,1
000000183293.txt,0,0,1,0,0,0,1
000000200423.txt,1,1,0,0,0,0,0
000000535526.txt,0,0,0,0,0,0,1
000000016616.txt,1,1,1,0,0,0,2
000000045959.txt,0,1,1,0,0,0,0
000000356791.txt,1,0,1,0,0,0,2
000000012014.txt,1,0,0,0,1,0,0
000000535510.txt,0,0,0,0,0,2,0
000000017198.txt,0,0,0,0,0,1,0
000000101110.txt,0,0,1,0,0,0,2
000000158198.txt,1,0,1,0,1,0,0
000000400728.txt,0,1,0,1,0,0,0
000000056580.txt,0,0,1,0,0,0,0
000000204074.txt,0,13,1,0,0,0,0
000000356362.txt,0,0,1,0,0,0,3
000000508045.txt,1,0,1,1,0,0,0
000000311080.txt,1,1,1,0,0,0,2
000000251487.txt,0,0,1,0,0,0,1
000000532568.txt,0,0,1,0,0,0,1
000000306630.txt,0,0,1,0,0,0,0
000000298540.txt,1,4,1,0,0,0,3
000000487644.txt,1,0,1,0,0,1,0
000000171678.txt,0,0,1,0,0,0,1
000000015110.txt,1,0,1,0,2,0,0
000000427618.txt,1,0,0,0,0,0,1
000000302141.txt,1,0,1,0,1,0,0
000000191230.txt,0,0,1,0,0,0,1
000000341369.txt,1,0,0,0,0,1,0
000000348907.txt,1,0,0,9,0,0,0
000000031979.txt,0,0,1,0,0,0,0
000000347460.txt,0,0,1,0,0,0,0
000000189951.txt,1,0,1,0,0,0,3
000000431686.txt,0,0,1,0,0,0,0
000000027519.txt,1,4,1,0,0,0,0
000000259153.txt,1,0,0,1,0,0,0
000000521872.txt,1,1,0,0,0,0,0
000000526441.txt,0,0,0,0,1,0,0
000000056323.txt,1,0,0,0,0,2,0
000000145645.txt,1,0,0,0,4,0,0
000000363128.txt,0,0,0,0,0,0,1
000000254296.txt,0,0,1,1,0,0,0
000000353473.txt,1,0,0,0,5,0,0
000000298718.txt,1,0,0,0,0,1,0
000000529004.txt,0,0,1,0,0,0,0
000000439373.txt,1,0,0,1,0,0,0
000000148282.txt,1,1,0,0,0,0,0
000000227205.txt,1,0,1,0,0,2,1
000000299295.txt,1,0,0,0,0,2,0
000000372412.txt,0,0,0,0,0,0,1
000000399332.txt,1,0,1,1,0,0,0
000000030321.txt,0,0,0,0,0,1,0
000000431115.txt,0,0,0,0,0,1,0
000000532178.txt,0,0,0,0,1,0,0
000000150559.txt,1,1,1,0,0,0,2
000000274834.txt,1,1,0,0,0,0,0
000000107247.txt,1,0,1,0,1,0,1
000000067178.txt,1,0,1,0,1,0,0
000000135086.txt,0,0,1,0,0,1,0
000000567372.txt,0,0,0,0,0,1,0
000000143538.txt,1,1,0,0,0,0,0
000000533666.txt,1,0,0,0,0,1,0
000000247234.txt,0,1,1,0,0,0,0
000000174198.txt,0,0,0,0,0,2,0
000000496313.txt,1,0,1,0,1,0,2
000000447150.txt,1,1,1,0,0,0,0
000000524525.txt,1,0,0,0,0,3,1
000000486854.txt,0,0,0,3,0,0,0
000000325935.txt,1,0,1,0,0,0,1
000000033572.txt,0,2,0,1,0,0,0
000000567057.txt,1,0,0,8,0,0,0
000000559226.txt,0,0,0,0,0,1,0
000000219910.txt,1,0,1,9,0,0,0
000000061674.txt,1,2,0,0,0,0,0
000000087207.txt,1,2,1,0,0,0,0
000000012650.txt,1,2,0,4,0,0,0
000000513531.txt,1,0,0,0,0,1,0
000000267225.txt,1,0,1,0,0,0,4
000000012556.txt,0,0,1,0,0,0,0
000000046936.txt,0,0,1,0,1,0,0
000000225717.txt,1,0,0,0,0,3,0
000000244683.txt,0,0,1,0,0,0,0
000000060859.txt,0,0,0,0,0,1,0
000000094015.txt,0,0,0,0,1,0,0
000000124243.txt,0,1,1,0,0,0,0
000000543612.txt,1,1,1,0,0,0,0
000000254692.txt,0,0,0,1,0,0,0
000000367610.txt,0,0,0,0,1,0,0
000000229391.txt,1,11,0,0,0,0,1
000000345167.txt,0,0,0,0,0,0,1
000000457054.txt,1,0,1,0,0,0,2
000000541627.txt,1,0,1,0,0,0,3
000000344040.txt,1,13,0,0,0,0,0
000000344298.txt,1,0,0,0,1,0,0
000000245818.txt,1,0,0,0,1,0,0
000000562737.txt,0,0,1,0,0,0,1
000000558759.txt,0,0,1,0,1,0,0
000000415093.txt,1,1,0,0,0,1,0
000000431113.txt,1,1,1,0,0,0,0
000000520326.txt,1,0,0,6,0,0,0
000000265168.txt,0,0,1,0,1,0,0
000000409119.txt,1,0,0,0,0,0,2
000000009409.txt,1,0,0,0,0,1,0
000000130053.txt,0,0,1,0,0,0,1
000000083602.txt,1,0,0,0,0,1,0
000000296128.txt,0,0,1,0,0,0,1
000000279899.txt,0,1,0,0,0,0,0
000000503538.txt,1,0,1,2,0,0,0
000000156963.txt,1,0,1,0,1,0,0
000000139345.txt,1,0,1,0,0,1,2
000000145447.txt,1,0,0,0,0,3,0
000000564609.txt,1,1,0,0,0,0,0
000000111157.txt,1,0,0,0,1,0,0
000000063556.txt,1,0,1,2,2,0,3
000000310473.txt,0,0,1,0,6,0,1
000000142342.txt,0,1,0,0,0,0,0
000000198169.txt,1,0,1,0,1,0,1
000000175333.txt,0,0,0,0,0,0,1
000000240263.txt,0,0,1,0,1,1,0
000000006901.txt,1,0,0,0,0,0,1
000000058281.txt,0,0,1,0,0,0,0
000000057381.txt,0,0,1,1,0,0,1
000000218546.txt,1,7,0,2,0,0,1
000000333363.txt,0,0,0,0,0,0,2
000000295556.txt,0,0,1,0,0,0,0
000000311088.txt,1,0,1,0,0,0,1
000000390520.txt,0,0,0,0,0,1,0
000000509579.txt,0,0,1,0,0,0,0
000000215304.txt,0,0,1,0,0,1,2
000000465235.txt,1,0,0,2,0,0,0
000000031829.txt,0,0,1,0,0,0,0
000000186109.txt,1,0,1,0,0,0,1
000000456478.txt,1,0,0,2,0,0,0
000000297462.txt,0,0,1,0,0,0,0
000000483956.txt,0,1,1,0,0,0,0
000000181453.txt,0,1,0,0,0,0,0
000000573622.txt,0,0,0,0,0,1,0
000000333365.txt,0,0,1,0,0,0,2
000000102497.txt,1,0,0,1,0,0,0
000000538230.txt,1,0,0,10,0,0,2
000000147429.txt,0,0,1,0,0,0,2
000000403270.txt,1,0,1,1,0,0,0
000000049554.txt,0,0,1,0,0,0,1
000000390817.txt,0,0,1,1,0,0,0
000000289805.txt,1,0,0,0,1,0,1
000000345283.txt,0,0,1,0,0,0,0
000000363286.txt,1,0,0,0,1,0,0
000000276626.txt,1,0,0,0,0,1,0
000000493695.txt,0,0,0,0,1,0,1
000000026049.txt,0,0,1,1,0,0,0
000000322249.txt,0,0,1,0,0,0,3
000000145898.txt,1,0,1,0,0,0,1
000000519676.txt,0,0,1,3,0,0,2
000000426591.txt,1,0,0,0,1,0,0
000000250737.txt,1,0,1,1,0,0,0
000000539197.txt,0,1,0,0,0,0,0
000000213475.txt,1,0,1,0,0,0,1
000000208055.txt,1,3,0,0,0,0,0
000000295403.txt,0,6,1,0,0,0,1
000000503059.txt,0,0,0,0,0,0,1
000000256833.txt,0,0,1,0,0,0,3
000000147972.txt,0,0,1,4,0,0,0
000000511075.txt,0,0,1,0,0,0,0
000000351382.txt,1,0,0,0,0,0,2
000000421536.txt,1,0,0,0,1,0,0
000000555833.txt,1,3,0,0,0,0,0
000000370331.txt,1,2,0,0,0,0,0
000000327610.txt,1,0,0,0,2,0,0
000000398070.txt,1,0,1,0,1,0,0
000000567847.txt,0,0,1,0,0,0,1
000000354205.txt,1,0,1,12,0,0,0
000000246489.txt,0,0,0,1,0,0,0
000000195294.txt,1,0,0,0,3,0,0
000000237611.txt,0,3,0,0,1,1,0
000000473014.txt,0,0,0,1,0,0,0
000000093791.txt,1,0,1,3,0,0,0
000000537540.txt,0,2,0,0,0,0,0
000000052020.txt,0,0,1,0,0,0,0
000000168542.txt,0,0,0,0,0,1,0
000000230996.txt,1,0,1,0,0,0,2
000000078288.txt,1,0,0,1,0,0,0
000000547309.txt,1,0,1,0,0,0,1
000000009699.txt,0,0,0,0,0,0,2
000000170706.txt,1,0,1,0,1,0,3
000000070309.txt,1,0,0,1,0,0,0
000000189038.txt,0,0,1,0,0,0,0
000000237327.txt,0,0,1,4,0,0,0
000000427154.txt,0,0,1,0,0,6,0
000000264121.txt,0,0,0,1,0,0,0
000000318845.txt,1,0,0,0,0,0,1
000000108156.txt,0,0,1,0,0,0,1
000000286336.txt,1,0,0,0,0,0,1
000000157476.txt,1,6,0,13,0,0,0
000000096684.txt,1,0,0,0,0,1,0
000000425874.txt,0,0,1,0,1,0,0
000000580711.txt,1,0,0,0,0,0,1
000000149228.txt,0,0,1,0,0,0,0
000000067823.txt,0,3,0,1,0,0,0
000000080431.txt,0,0,1,0,0,0,1
000000164680.txt,1,3,0,0,0,0,0
000000190393.txt,0,0,1,0,0,0,0
000000347570.txt,1,0,1,3,0,0,0
000000518755.txt,1,0,1,0,0,0,1
000000096615.txt,1,1,0,0,0,0,0
000000132857.txt,0,0,0,0,2,0,0
000000087493.txt,0,1,0,0,0,0,0
000000569613.txt,1,0,0,0,0,0,1
000000309528.txt,1,0,0,0,1,0,0
000000283323.txt,1,0,1,0,0,0,1
000000526840.txt,0,0,1,0,0,0,4
000000044937.txt,0,0,0,0,0,0,1
000000094536.txt,0,1,0,0,0,0,0
000000254919.txt,1,0,1,0,0,1,0
000000086705.txt,0,0,0,0,0,1,0
000000035497.txt,1,0,0,0,0,1,0
000000185547.txt,1,0,0,4,1,0,0
000000125626.txt,1,0,0,0,0,0,1
000000299641.txt,0,0,1,0,0,0,2
000000454681.txt,0,0,0,0,0,1,0
000000120595.txt,0,1,0,0,0,0,0
000000167743.txt,1,1,0,0,0,0,0
000000392352.txt,1,0,0,0,0,0,1
000000200946.txt,0,0,1,0,0,0,0
000000026900.txt,1,0,0,0,3,0,0
000000249807.txt,1,0,0,0,0,0,2
000000464303.txt,1,4,0,0,0,0,0
000000391801.txt,1,0,1,1,0,0,0
000000190026.txt,1,0,0,3,0,0,0
000000021569.txt,0,0,0,0,0,0,2
000000296994.txt,1,3,1,0,0,0,0
000000035176.txt,1,0,0,0,0,0,1
000000449095.txt,1,0,1,0,0,0,1
000000317715.txt,0,2,0,0,0,0,0
000000120718.txt,0,0,1,0,1,0,0
000000238051.txt,1,0,0,0,0,1,0
000000239492.txt,1,0,1,0,1,0,0
000000545850.txt,1,0,1,0,2,0,0
000000268725.txt,1,0,0,1,0,0,1
000000461015.txt,1,0,1,0,0,0,4
000000197585.txt,1,2,0,0,0,0,0
000000096826.txt,1,0,0,0,2,0,0
000000430166.txt,1,0,1,0,0,0,1
000000023774.txt,0,0,0,0,0,0,1
000000141416.txt,1,0,0,1,0,0,0
000000227587.txt,1,1,0,0,0,0,0
000000350874.txt,1,0,1,1,0,0,0
000000332606.txt,0,0,0,0,0,1,0
000000410995.txt,0,0,1,0,0,0,0
000000566587.txt,0,0,0,0,3,0,0
000000102116.txt,1,0,1,0,0,0,4
000000581797.txt,0,0,1,0,0,0,4
000000157314.txt,0,0,1,0,0,2,0
000000497393.txt,1,0,1,0,0,0,1
000000380979.txt,1,0,0,0,0,0,1
000000290259.txt,0,0,1,0,0,0,1
000000019324.txt,0,0,1,1,0,0,0
000000282131.txt,1,0,1,4,1,0,1
000000181436.txt,0,0,1,0,0,0,0
000000566387.txt,1,0,1,0,3,0,0
000000359182.txt,0,0,1,7,0,0,0
000000126608.txt,1,1,1,0,0,0,0
000000108566.txt,1,1,0,0,0,0,0
000000288923.txt,0,1,0,0,0,0,0
000000311220.txt,0,0,0,0,0,1,0
000000385757.txt,0,0,1,0,0,0,0
000000469105.txt,1,0,0,0,0,1,0
000000043998.txt,1,0,1,7,0,0,0
000000407225.txt,1,1,0,0,0,0,0
000000011579.txt,0,0,1,0,0,0,1
000000214106.txt,0,0,1,0,0,0,2
000000513729.txt,1,1,1,2,1,0,1
000000111347.txt,1,0,0,0,0,1,0
000000029018.txt,0,0,0,0,0,1,0
000000040535.txt,0,0,1,1,0,0,0
000000392027.txt,0,0,0,0,0,1,0
000000013082.txt,0,2,1,0,0,0,0
000000093964.txt,1,2,1,0,1,0,0
000000202522.txt,0,0,0,0,0,0,2
000000414027.txt,0,0,0,13,0,0,0
000000190204.txt,1,0,0,0,0,1,0
000000539975.txt,0,0,0,0,1,0,0
000000088335.txt,1,0,0,0,0,0,1
000000353260.txt,1,0,1,1,0,0,4
000000356845.txt,1,0,0,1,0,0,0
000000575544.txt,0,0,1,1,0,0,0
000000452031.txt,1,5,1,0,0,0,0
000000564612.txt,1,2,0,0,0,0,0
000000400983.txt,1,0,1,0,0,0,2
000000284510.txt,1,0,1,0,0,0,1
000000358750.txt,0,0,0,0,1,0,0
000000487450.txt,0,0,1,4,0,0,0
000000061951.txt,1,0,0,3,0,0,0
000000147839.txt,1,1,1,1,0,0,1
000000201706.txt,1,0,1,0,5,0,2
000000458027.txt,1,0,1,0,0,0,1
000000067334.txt,0,0,0,0,0,1,0
000000277688.txt,1,0,1,0,0,0,2
000000352819.txt,1,0,0,9,0,0,0
000000344844.txt,0,0,0,0,0,0,1
000000510358.txt,1,0,1,0,1,0,0
000000426175.txt,0,0,0,0,0,1,0
000000036522.txt,1,0,1,0,1,0,0
000000399567.txt,0,0,0,0,0,2,0
000000249158.txt,0,0,1,0,0,0,0
000000555446.txt,0,0,0,0,0,0,4
000000347649.txt,0,0,0,0,0,1,0
000000525467.txt,1,1,0,0,0,0,0
000000343166.txt,1,0,0,0,0,0,3
000000126067.txt,1,0,1,0,0,0,1
000000073413.txt,1,0,1,0,2,0,0
000000155386.txt,1,0,0,0,1,0,0
000000246875.txt,0,0,1,0,0,0,1
000000568984.txt,0,0,1,0,0,0,0
000000255233.txt,0,0,0,0,0,2,0
000000550624.txt,0,0,0,0,0,1,0
000000250278.txt,0,0,1,0,1,1,0
000000102974.txt,1,0,1,0,0,0,1
000000444432.txt,0,0,0,0,0,1,0
000000372510.txt,0,0,1,0,0,0,0
000000233627.txt,1,0,0,0,0,0,1
000000420052.txt,0,0,1,0,0,0,0
000000391187.txt,1,0,0,0,2,0,0
000000456416.txt,0,0,0,0,5,0,0
000000107678.txt,1,0,1,0,0,0,1
000000364243.txt,1,0,1,1,0,0,0
000000162747.txt,0,0,1,0,0,1,0
000000534723.txt,0,0,1,0,2,0,1
000000120441.txt,1,0,1,0,0,0,1
000000526904.txt,1,0,0,1,0,0,0
000000441165.txt,0,0,1,0,0,0,0
000000421893.txt,1,6,1,0,0,0,0
000000400968.txt,1,0,1,2,0,0,0
000000493341.txt,0,0,0,0,0,0,1
000000253965.txt,1,2,0,0,0,0,0
000000063079.txt,0,0,1,0,0,0,0
000000378214.txt,1,0,0,0,0,0,1
000000279933.txt,0,0,0,0,0,1,0
000000443525.txt,0,2,1,0,0,0,0
000000344720.txt,1,0,1,0,0,0,1
000000361564.txt,0,0,0,0,0,0,1
000000447623.txt,0,0,1,0,0,0,1
000000492386.txt,1,0,1,0,1,0,0
000000212199.txt,1,0,0,0,0,1,0
000000058223.txt,0,0,1,0,0,0,0
000000354724.txt,1,0,1,0,0,0,1
000000350552.txt,1,2,0,0,0,0,0
000000305858.txt,1,0,1,0,0,0,3
000000022298.txt,1,0,0,0,1,0,0
000000084061.txt,0,0,0,0,0,1,0
000000188589.txt,1,0,0,0,0,0,3
000000031765.txt,0,2,1,0,0,0,0
000000290175.txt,0,0,0,0,0,1,0
000000084238.txt,1,0,1,0,1,0,0
000000512060.txt,0,0,1,0,1,0,1
000000038122.txt,1,0,1,0,0,0,2
000000330741.txt,1,0,0,0,0,2,0
000000364009.txt,0,0,0,0,1,0,1
000000514771.txt,0,0,0,0,0,0,3
000000233341.txt,1,0,0,0,0,1,0
000000508725.txt,0,0,0,0,1,1,0
000000068817.txt,0,0,0,0,0,1,0
000000469658.txt,0,0,1,0,0,0,4
000000068152.txt,0,0,1,0,0,0,3
000000386967.txt,1,1,1,0,0,0,0
000000063934.txt,1,0,1,0,0,0,2
000000079357.txt,1,0,1,1,0,0,1
000000333335.txt,0,2,0,0,0,0,0
000000523564.txt,0,0,1,0,0,0,2
000000094323.txt,1,0,0,0,0,0,1
000000340454.txt,1,0,1,0,0,0,1
000000427435.txt,1,2,0,0,0,0,0
000000089225.txt,0,0,1,0,0,0,0
000000232931.txt,0,0,0,0,0,0,2
000000572427.txt,0,0,1,0,0,0,0
000000005690.txt,0,0,0,0,0,1,0
000000161141.txt,0,2,0,0,0,1,0
000000131084.txt,1,0,0,1,0,0,0
000000312506.txt,1,2,1,0,2,0,0
000000172021.txt,1,0,0,0,0,1,0
000000377632.txt,1,0,0,1,0,0,1
000000528467.txt,0,13,0,0,0,0,0
000000341039.txt,1,0,0,0,0,0,1
000000327841.txt,1,0,1,0,0,0,4
000000079268.txt,0,0,1,0,0,0,6
000000223288.txt,0,0,1,0,0,1,0
000000365316.txt,0,0,0,0,0,0,1
000000369791.txt,1,0,0,1,0,0,0
000000431266.txt,1,0,0,0,0,2,0
000000217395.txt,0,0,1,0,0,0,2
000000576752.txt,1,0,1,0,2,0,0
000000458876.txt,1,0,1,0,1,0,1
000000045552.txt,1,5,1,0,0,0,0
000000255362.txt,1,0,0,0,1,0,0
000000098523.txt,1,0,0,0,0,0,3
000000522491.txt,1,0,0,3,0,0,1
000000217676.txt,1,0,1,1,0,0,2
000000186205.txt,1,1,0,0,0,0,0
000000434457.txt,0,0,1,0,0,0,1
000000390298.txt,1,1,0,0,0,0,0
000000055418.txt,0,0,0,0,0,2,0
000000370124.txt,1,0,0,0,0,2,0
000000448786.txt,0,0,0,0,0,1,0
000000557648.txt,1,0,0,0,0,1,0
000000411263.txt,1,0,0,0,0,1,0
000000484816.txt,0,0,0,0,1,0,0
000000368024.txt,1,0,1,0,0,0,1
000000002209.txt,0,0,1,0,0,0,1
000000540160.txt,0,0,0,0,0,1,0
000000173530.txt,0,0,1,0,0,0,0
000000070363.txt,1,0,0,0,0,3,0
000000286388.txt,0,0,1,0,0,0,1
000000424193.txt,1,0,0,0,0,0,1
000000515682.txt,1,0,1,0,0,0,1
000000107244.txt,0,0,1,0,0,0,0
000000345952.txt,0,0,0,1,1,0,0
000000165999.txt,1,0,0,0,0,0,1
000000464856.txt,1,1,1,0,0,0,0
000000289326.txt,1,0,1,0,1,0,0
000000122403.txt,0,0,0,0,1,0,0
000000244721.txt,0,0,1,0,1,0,3
000000466885.txt,0,0,1,0,0,0,4
000000554015.txt,1,0,0,0,0,2,0
000000323896.txt,0,0,1,1,0,0,0
000000510899.txt,0,0,1,0,0,0,0
000000255164.txt,1,1,0,0,1,0,0
000000014988.txt,0,0,0,0,1,0,0
000000421432.txt,1,0,1,0,0,0,1
000000463470.txt,0,0,1,0,0,0,0
000000534406.txt,1,1,0,0,0,0,0
000000173722.txt,1,0,1,0,1,0,0
000000282372.txt,0,0,1,0,0,0,0
000000034563.txt,0,0,0,0,0,6,0
000000473070.txt,1,0,1,7,0,0,0
000000253323.txt,1,0,0,0,3,0,0
000000420135.txt,0,0,0,0,1,0,0
000000346335.txt,1,0,0,1,0,0,0
000000065488.txt,1,0,1,0,0,0,1
000000551438.txt,1,2,0,0,0,0,0
000000173991.txt,0,0,1,0,0,0,1
000000389630.txt,0,0,1,0,0,0,0
000000033718.txt,1,0,0,0,1,0,1
000000125978.txt,1,1,0,0,0,0,0
000000071573.txt,1,1,0,0,0,0,0
000000274562.txt,0,0,1,0,0,0,1
000000054560.txt,1,1,0,0,0,0,0
000000352173.txt,1,0,1,0,1,0,0
000000481036.txt,1,0,1,0,0,1,0
000000531018.txt,1,0,1,0,1,0,1
000000478132.txt,0,2,0,0,0,0,0
000000540245.txt,0,0,0,6,0,0,0
000000179408.txt,1,0,1,0,3,0,0
000000171733.txt,0,0,0,0,0,0,3
000000290395.txt,0,2,0,0,0,0,0
000000221257.txt,0,0,1,0,0,0,0
000000012034.txt,0,0,1,0,0,0,0
000000058713.txt,0,0,0,1,0,0,0
000000068597.txt,0,0,0,0,0,1,0
000000111436.txt,1,1,0,0,0,0,0
000000218208.txt,0,0,1,0,1,0,1
000000408975.txt,1,3,0,0,0,0,1
000000009465.txt,1,0,0,0,0,1,0
000000462398.txt,1,0,0,3,0,0,0
000000544926.txt,1,1,0,0,0,0,0
000000580216.txt,1,0,0,0,1,0,0
000000084277.txt,1,2,1,1,0,0,0
000000356767.txt,0,0,0,1,0,0,0
000000220655.txt,1,0,1,0,0,0,1
000000362604.txt,1,0,0,0,0,2,0
000000293215.txt,1,0,1,0,0,0,1
000000211351.txt,0,0,1,0,2,0,0
000000294053.txt,0,0,1,0,0,0,2
000000240615.txt,1,0,1,0,0,0,1
000000517517.txt,1,0,0,0,2,0,0
000000292146.txt,1,13,1,0,0,0,0
000000424927.txt,1,0,0,0,2,0,0
000000260716.txt,0,0,1,0,0,0,1
000000045463.txt,1,1,0,0,0,0,0
000000115355.txt,1,0,0,1,0,0,0
000000448288.txt,1,0,1,0,0,0,1
000000109357.txt,1,0,0,0,1,1,0
000000568955.txt,0,0,0,0,0,1,0
000000553735.txt,1,0,1,0,1,0,1
000000189600.txt,0,0,1,0,0,0,0
000000177832.txt,1,0,0,0,0,0,1
000000009286.txt,1,0,1,1,5,0,1
000000531844.txt,1,0,1,3,1,0,1
000000119904.txt,0,0,0,1,0,0,0
000000192128.txt,1,1,1,0,1,0,0
000000341659.txt,0,0,1,0,0,0,0
000000504023.txt,1,0,1,0,1,0,1
000000057820.txt,1,1,1,0,1,0,0
000000330316.txt,0,0,0,0,0,1,0
000000119748.txt,0,0,1,0,0,0,0
000000292053.txt,1,0,0,9,0,0,0
000000505738.txt,1,0,1,5,0,0,0
000000398615.txt,1,0,0,0,6,0,0
000000364201.txt,1,0,0,0,0,1,0
000000219144.txt,1,0,0,0,1,0,0
000000163645.txt,0,0,0,1,0,0,0
000000248862.txt,0,0,0,0,1,0,0
000000216665.txt,0,0,1,0,0,0,0
000000360500.txt,1,0,1,0,1,0,0
000000105782.txt,0,0,1,0,0,0,0
000000516158.txt,1,2,0,0,0,0,0
000000125860.txt,1,0,1,0,1,0,0
000000382476.txt,1,0,0,0,0,1,0
000000541957.txt,0,0,0,0,0,1,0
000000350505.txt,1,0,1,0,0,0,2
000000320627.txt,0,0,0,0,0,1,0
000000144904.txt,1,0,0,0,0,2,0
000000359143.txt,1,1,0,0,0,0,0
000000125244.txt,0,0,1,0,0,2,2
000000433124.txt,0,0,1,0,1,0,0
000000108210.txt,0,0,0,0,0,0,5
000000405531.txt,0,0,0,0,0,0,1
000000400593.txt,0,0,0,0,0,0,1
000000466202.txt,0,0,1,0,0,0,1
000000577073.txt,0,0,1,0,0,0,2
000000511642.txt,0,0,1,0,0,0,0
000000300079.txt,0,0,1,0,0,0,0
000000282042.txt,1,1,1,0,0,0,0
000000262509.txt,1,0,0,0,1,0,0
000000457161.txt,1,0,1,7,0,0,0
000000486694.txt,0,0,0,0,0,1,0
000000027504.txt,0,0,0,0,0,1,0
000000493339.txt,1,0,0,1,0,0,0
000000070104.txt,0,0,1,0,1,0,0
000000390684.txt,0,0,1,0,0,0,2
000000176213.txt,0,0,0,0,0,1,0
000000456949.txt,1,0,1,0,0,0,1
000000572663.txt,1,2,1,0,0,0,0
000000326698.txt,0,0,1,0,0,0,0
000000113251.txt,1,0,1,0,0,0,1
000000547345.txt,1,0,1,0,2,0,0
000000219254.txt,0,0,0,1,0,0,0
000000176222.txt,0,0,0,0,0,0,2
000000401402.txt,1,0,0,0,0,0,1
000000164522.txt,1,0,1,2,0,0,3
000000500650.txt,0,0,1,0,0,0,0
000000433297.txt,1,0,0,0,1,0,0
000000422865.txt,1,0,0,0,0,1,0
000000296432.txt,1,0,0,0,0,2,0
000000435929.txt,0,0,1,0,1,0,2
000000550805.txt,1,0,0,2,0,0,1
000000130914.txt,0,0,1,0,0,0,1
000000160456.txt,1,0,0,2,0,0,0
000000442723.txt,1,0,1,0,0,1,1
000000475576.txt,1,0,1,0,0,0,1
000000162043.txt,0,0,0,0,2,0,0
000000386525.txt,0,0,1,0,0,0,1
000000072998.txt,0,0,1,0,0,0,1
000000570297.txt,0,1,0,0,0,0,0
000000320838.txt,0,0,0,1,0,0,0
000000471350.txt,1,0,0,0,1,0,0
000000451559.txt,0,1,0,0,0,0,0
000000578713.txt,0,0,1,0,0,0,0
000000538709.txt,1,2,0,0,0,0,0
000000574211.txt,1,1,1,1,0,0,0
000000278240.txt,0,0,1,0,0,0,0
000000434723.txt,0,0,0,0,0,0,1
000000426979.txt,1,0,1,3,0,0,0
000000227224.txt,1,0,0,2,0,0,0
000000224322.txt,1,0,0,1,0,0,0
000000485822.txt,1,0,1,11,0,0,1
000000271038.txt,1,1,0,0,0,0,0
000000127122.txt,1,0,1,0,1,0,0
000000178171.txt,1,0,1,0,2,0,0
000000426903.txt,1,0,0,1,0,0,0
000000064953.txt,0,0,1,0,0,0,1
000000267861.txt,0,0,0,1,0,0,0
000000412676.txt,0,0,1,0,0,0,0
000000551571.txt,0,0,1,0,1,0,0
000000347972.txt,0,0,0,0,0,2,0
000000419714.txt,1,0,1,0,0,0,1
000000502397.txt,1,0,1,0,0,0,1
000000080341.txt,1,0,0,1,1,0,0
000000255808.txt,1,0,0,1,0,0,0
000000561885.txt,1,0,1,0,1,0,0
000000056664.txt,1,0,1,0,0,0,1
000000274474.txt,0,0,0,6,0,0,0
000000103127.txt,0,0,1,0,0,0,0
000000390571.txt,0,0,1,0,0,0,0
000000093068.txt,1,2,0,0,0,0,0
000000507239.txt,1,3,1,0,0,0,0
000000146112.txt,0,1,0,0,0,0,0
000000349775.txt,0,0,0,0,0,2,0
000000309585.txt,0,0,0,0,0,1,0
000000421024.txt,1,0,1,1,0,0,1
000000282940.txt,0,0,0,0,1,1,0
000000007096.txt,0,0,1,0,0,2,0
000000153829.txt,0,0,1,0,0,0,1
000000530690.txt,1,0,0,1,0,0,0
000000246056.txt,1,4,0,0,0,0,0
000000125822.txt,1,1,0,0,0,0,0
000000185666.txt,1,0,1,3,0,0,1
000000057264.txt,0,0,1,0,0,0,0
000000335521.txt,0,0,1,0,0,0,1
000000265211.txt,0,0,1,0,0,0,0
000000182217.txt,0,0,1,0,0,0,1
000000386539.txt,0,0,0,0,0,1,0
000000381758.txt,1,1,1,0,2,0,0
000000138747.txt,1,0,1,12,0,0,0
000000142261.txt,1,0,0,1,0,0,0
000000195942.txt,0,0,0,0,0,1,0
000000229893.txt,1,0,0,0,0,1,0
000000288889.txt,1,5,0,0,0,0,0
000000147793.txt,1,4,1,1,0,0,0
000000473842.txt,1,1,0,2,0,0,0
000000151956.txt,0,0,0,0,0,1,0
000000100020.txt,1,0,1,0,0,0,1
000000141200.txt,1,0,1,0,0,0,2
000000178337.txt,1,0,0,9,0,0,0
000000407466.txt,0,0,0,0,0,1,0
000000328487.txt,1,0,1,0,2,0,0
000000490546.txt,1,1,0,9,0,0,0
000000340226.txt,1,0,1,7,0,0,0
000000023741.txt,1,0,0,1,0,0,0
000000104965.txt,0,0,1,0,0,0,0
000000492102.txt,0,0,0,0,0,1,0
000000438063.txt,1,0,0,0,0,1,0
000000341712.txt,1,0,0,0,0,0,1
000000287725.txt,0,0,0,0,0,1,0
000000269538.txt,1,0,1,0,0,0,1
000000489554.txt,0,0,1,0,1,0,0
000000388026.txt,0,0,1,0,1,0,2
