,txt_fn,pedestrian,bicycle,car,motorcycle,bus,train,truck
13440,000000283678.txt,12,0,0,0,0,0,0
13441,000000466243.txt,1,0,0,0,0,0,0
13442,000000240158.txt,2,0,4,0,0,0,0
13443,000000273200.txt,13,0,0,0,0,0,0
13444,000000308103.txt,2,0,0,0,0,0,0
13445,000000562960.txt,4,0,5,0,0,0,2
13446,000000231259.txt,11,0,0,0,0,0,0
13447,000000346799.txt,1,0,0,0,0,0,0
13448,000000278168.txt,3,0,0,0,0,0,0
13449,000000382659.txt,12,0,4,0,4,0,0
13450,000000550354.txt,4,0,0,0,0,0,0
13451,000000189278.txt,1,0,0,0,0,0,0
13452,000000395740.txt,9,0,0,0,0,0,0
13453,000000343162.txt,8,0,1,0,0,0,0
13454,000000139336.txt,2,0,0,0,0,0,0
13455,000000074990.txt,2,0,0,0,0,0,0
13456,000000229852.txt,1,0,0,0,0,0,0
13457,000000142269.txt,13,0,0,0,0,0,0
13458,000000172059.txt,0,0,2,0,0,0,0
13459,000000048947.txt,2,0,0,0,0,0,0
13460,000000160273.txt,2,0,0,0,0,0,0
13461,000000118697.txt,9,0,0,0,0,0,0
13462,000000541898.txt,2,0,0,0,0,0,0
13463,000000492914.txt,1,0,4,0,0,0,0
13464,000000232598.txt,1,0,0,0,0,0,0
13465,000000399369.txt,1,0,0,0,0,0,0
13466,000000564289.txt,1,0,0,0,0,0,0
13467,000000158536.txt,0,0,0,0,0,1,0
13468,000000199458.txt,0,0,1,0,0,0,1
13469,000000303495.txt,12,0,0,0,0,0,0
13470,000000571584.txt,1,0,1,0,1,0,0
13471,000000401509.txt,4,0,7,0,0,0,1
13472,000000357272.txt,7,0,0,0,0,0,0
13473,000000560325.txt,3,0,6,0,0,1,0
13474,000000491703.txt,2,0,0,0,0,1,0
13475,000000562862.txt,2,0,3,0,0,0,0
13476,000000302319.txt,1,0,0,0,0,0,0
13477,000000399876.txt,1,0,0,0,0,0,0
13478,000000409651.txt,7,0,0,0,0,0,0
13479,000000048742.txt,0,0,13,0,0,0,0
13480,000000057286.txt,5,0,0,0,0,0,0
13481,000000448175.txt,1,0,0,0,0,0,0
13482,000000535536.txt,1,0,0,0,0,0,0
13483,000000196574.txt,1,0,0,0,0,0,0
13484,000000433353.txt,3,0,0,0,0,0,0
13485,000000288201.txt,1,0,0,0,0,0,0
13486,000000001536.txt,1,0,0,0,0,0,0
13487,000000544278.txt,6,1,4,0,0,0,0
13488,000000241350.txt,0,1,0,0,0,0,0
13489,000000158412.txt,1,0,0,0,0,0,0
13490,000000179186.txt,5,0,0,0,0,0,0
13491,000000209188.txt,2,0,0,0,0,0,0
13492,000000578795.txt,1,0,4,0,0,0,0
13493,000000290185.txt,3,0,0,0,0,0,0
13494,000000247519.txt,3,0,0,0,0,0,0
13495,000000385877.txt,1,0,0,0,0,0,0
13496,000000419872.txt,1,0,0,0,0,0,0
13497,000000301641.txt,1,0,0,0,0,0,0
13498,000000535737.txt,13,3,1,0,0,0,0
13499,000000042634.txt,11,0,0,0,0,0,0
13500,000000463290.txt,7,0,0,0,0,0,0
13501,000000138008.txt,1,0,0,1,0,0,2
13502,000000581795.txt,1,0,0,0,0,0,0
13503,000000556838.txt,5,0,0,0,0,0,0
13504,000000118581.txt,2,0,0,0,0,0,0
13505,000000268418.txt,1,0,0,0,0,0,0
13506,000000559859.txt,2,0,0,0,0,0,0
13507,000000091373.txt,10,0,0,0,0,0,0
13508,000000367020.txt,1,0,3,0,0,0,0
13509,000000488747.txt,2,3,0,0,0,0,0
13510,000000101319.txt,7,0,3,0,1,0,0
13511,000000568854.txt,13,0,0,0,0,0,0
13512,000000126748.txt,2,0,0,0,0,0,0
13513,000000535113.txt,4,0,1,0,0,0,0
13514,000000500281.txt,13,0,0,0,0,0,0
13515,000000056205.txt,1,1,0,0,0,0,0
13516,000000464440.txt,0,0,7,0,0,0,1
13517,000000478257.txt,6,0,0,0,0,0,0
13518,000000295419.txt,1,0,0,0,0,0,0
13519,000000034580.txt,0,0,10,0,0,0,2
13520,000000048047.txt,1,0,0,0,0,0,0
13521,000000338108.txt,11,0,0,0,0,0,0
13522,000000507434.txt,3,0,1,0,0,0,0
13523,000000181061.txt,5,0,2,0,0,0,2
13524,000000562895.txt,11,0,0,0,0,0,0
13525,000000279984.txt,12,0,0,0,0,0,0
13526,000000117098.txt,11,0,0,1,0,0,0
13527,000000501418.txt,0,2,0,0,0,0,0
13528,000000114703.txt,1,0,0,0,0,0,0
13529,000000243909.txt,1,0,0,0,0,0,0
13530,000000193222.txt,0,0,3,0,0,0,0
13531,000000271343.txt,3,0,0,0,0,0,0
13532,000000253960.txt,7,0,0,0,0,0,0
13533,000000405962.txt,10,0,0,0,0,0,0
13534,000000323155.txt,13,0,0,0,0,0,0
13535,000000047213.txt,2,0,0,0,0,0,0
13536,000000553736.txt,1,0,0,0,0,0,0
13537,000000428126.txt,13,0,0,0,0,0,0
13538,000000451463.txt,9,0,0,0,0,0,0
13539,000000053315.txt,1,0,0,0,0,0,0
13540,000000354853.txt,0,0,1,0,0,0,2
13541,000000550476.txt,7,0,0,0,0,0,0
13542,000000285046.txt,1,0,0,0,0,0,0
13543,000000122231.txt,2,0,0,0,0,0,0
13544,000000362008.txt,1,0,0,0,0,0,0
13545,000000517636.txt,1,0,0,0,0,0,0
13546,000000181509.txt,4,1,2,1,0,0,0
13547,000000448535.txt,3,0,0,0,0,0,0
13548,000000528556.txt,1,0,0,0,0,0,0
13549,000000053928.txt,9,0,0,0,0,1,0
13550,000000003870.txt,5,0,0,0,0,0,0
13551,000000480741.txt,3,0,0,0,0,0,0
13552,000000290416.txt,7,0,0,0,0,0,0
13553,000000398174.txt,1,0,0,0,0,0,0
13554,000000248622.txt,13,0,0,0,0,0,0
13555,000000580505.txt,11,0,0,0,0,0,0
13556,000000081567.txt,12,0,0,1,0,0,0
13557,000000167920.txt,13,0,0,0,0,0,0
13558,000000076541.txt,6,0,0,0,0,0,0
13559,000000192812.txt,4,0,0,0,0,0,1
13560,000000352213.txt,2,0,0,0,0,0,0
13561,000000501695.txt,1,0,0,0,0,0,0
13562,000000148024.txt,7,0,0,0,0,0,0
13563,000000347511.txt,13,0,0,0,0,0,0
13564,000000058796.txt,1,0,0,0,0,0,0
13565,000000044464.txt,12,0,0,0,0,0,0
13566,000000247078.txt,3,0,5,0,0,0,0
13567,000000232433.txt,1,0,0,0,0,0,0
13568,000000380271.txt,2,0,0,0,0,0,0
13569,000000175600.txt,1,0,0,0,0,0,0
13570,000000341039.txt,1,0,0,0,0,0,1
13571,000000404071.txt,2,0,0,0,0,1,0
13572,000000210052.txt,6,0,1,1,0,0,0
13573,000000257821.txt,2,0,0,0,0,0,0
13574,000000025352.txt,1,0,0,0,0,0,0
13575,000000458903.txt,5,0,0,0,0,0,0
13576,000000496059.txt,0,0,1,0,0,0,2
13577,000000374454.txt,1,0,1,0,0,0,4
13578,000000008339.txt,4,0,2,4,0,0,1
13579,000000019441.txt,4,0,0,0,0,0,0
13580,000000468027.txt,2,0,0,0,0,0,0
13581,000000369140.txt,5,0,0,0,0,0,0
13582,000000425721.txt,13,0,0,0,0,0,0
13583,000000423128.txt,1,0,0,0,0,0,0
13584,000000561203.txt,2,0,0,0,0,0,0
13585,000000347224.txt,0,0,0,0,0,1,0
13586,000000085752.txt,0,0,2,0,0,0,0
13587,000000526576.txt,1,0,0,0,0,0,0
13588,000000361217.txt,4,0,0,0,0,0,0
13589,000000185036.txt,5,0,0,0,0,0,0
13590,000000272729.txt,1,0,2,0,0,0,0
13591,000000266880.txt,2,0,0,0,0,0,0
13592,000000267969.txt,2,0,0,0,0,0,0
13593,000000444986.txt,1,0,0,0,0,0,0
13594,000000099798.txt,1,0,0,0,0,0,0
13595,000000235876.txt,11,0,5,2,0,0,0
13596,000000244585.txt,3,0,0,0,0,0,0
13597,000000247407.txt,2,0,0,0,0,0,0
13598,000000371978.txt,0,0,0,0,0,2,0
13599,000000103504.txt,13,0,0,0,0,0,0
13600,000000435343.txt,1,0,0,0,0,0,0
13601,000000365430.txt,3,0,0,0,0,0,0
13602,000000393985.txt,6,0,12,0,0,0,0
13603,000000179940.txt,1,0,0,0,0,0,0
13604,000000233862.txt,2,0,0,0,0,0,0
13605,000000433992.txt,10,0,3,0,2,0,1
13606,000000082683.txt,1,0,0,0,0,0,0
13607,000000286362.txt,2,0,0,0,0,0,0
13608,000000342010.txt,10,0,0,0,0,0,0
13609,000000320253.txt,11,0,0,0,0,0,0
13610,000000456695.txt,2,2,0,0,0,0,0
13611,000000322350.txt,0,0,0,0,0,0,1
13612,000000093587.txt,1,0,0,0,0,0,0
13613,000000523010.txt,2,0,4,0,1,0,0
13614,000000053095.txt,4,0,0,0,0,0,0
13615,000000340108.txt,13,0,0,0,0,0,0
13616,000000050586.txt,0,0,2,0,1,0,1
13617,000000332578.txt,6,0,0,0,0,0,0
13618,000000365782.txt,5,0,0,0,0,0,0
13619,000000362005.txt,13,0,0,0,0,0,0
13620,000000407689.txt,13,0,0,0,0,0,0
13621,000000099313.txt,8,0,0,0,0,0,0
13622,000000135412.txt,7,0,6,0,6,0,0
13623,000000397025.txt,1,0,0,0,0,0,0
13624,000000196928.txt,1,0,0,0,0,0,0
13625,000000372117.txt,13,0,0,0,0,0,0
13626,000000565087.txt,2,0,0,0,0,0,0
13627,000000293564.txt,11,0,0,0,0,0,0
13628,000000448626.txt,0,0,0,0,2,0,1
13629,000000093620.txt,11,0,0,0,0,0,0
13630,000000103366.txt,1,0,0,0,0,0,0
13631,000000435681.txt,4,0,2,1,0,0,0
13632,000000095789.txt,1,0,0,0,0,0,0
13633,000000119547.txt,6,0,0,0,0,0,0
13634,000000089487.txt,8,0,0,0,0,0,0
13635,000000191408.txt,1,0,0,0,0,0,0
13636,000000202891.txt,1,0,0,0,0,0,0
13637,000000480538.txt,12,0,0,0,0,0,0
13638,000000161823.txt,1,0,0,0,0,0,0
13639,000000579184.txt,1,0,0,0,0,0,0
13640,000000355111.txt,6,0,0,0,0,0,0
13641,000000481627.txt,3,0,1,0,0,0,0
13642,000000312454.txt,8,0,0,0,0,0,0
13643,000000222525.txt,1,0,0,0,0,0,0
13644,000000131373.txt,1,0,0,0,0,0,0
13645,000000164093.txt,3,0,0,0,0,0,0
13646,000000030983.txt,2,0,0,0,0,0,0
13647,000000516105.txt,1,1,0,0,1,0,0
13648,000000293308.txt,2,0,9,1,0,0,0
13649,000000117736.txt,10,0,0,0,0,0,0
13650,000000289535.txt,1,0,0,0,0,0,0
13651,000000223283.txt,1,0,0,0,0,0,0
13652,000000562778.txt,2,0,0,0,0,0,0
13653,000000106813.txt,13,0,0,0,0,0,0
13654,000000025003.txt,1,0,0,0,0,0,0
13655,000000120511.txt,8,0,0,0,0,1,0
13656,000000409574.txt,13,0,0,3,0,0,0
13657,000000140074.txt,12,0,0,0,0,0,0
13658,000000310890.txt,1,0,0,0,0,0,0
13659,000000218853.txt,3,0,0,0,0,0,0
13660,000000378544.txt,1,0,0,0,0,0,0
13661,000000125184.txt,0,0,0,0,0,0,1
13662,000000499425.txt,6,0,2,0,0,0,0
13663,000000097685.txt,4,3,0,0,0,0,0
13664,000000083508.txt,1,0,0,0,0,0,0
13665,000000329752.txt,8,1,0,0,0,0,0
13666,000000409669.txt,5,0,0,0,0,0,0
13667,000000528712.txt,9,0,2,2,0,0,1
13668,000000052035.txt,0,0,0,0,0,0,1
13669,000000072454.txt,3,0,0,0,0,0,0
13670,000000076942.txt,1,1,1,0,0,0,1
13671,000000003001.txt,1,0,0,0,0,0,0
13672,000000026201.txt,3,2,0,0,2,0,0
13673,000000152202.txt,1,0,0,0,0,0,0
13674,000000090139.txt,2,0,0,0,0,0,0
13675,000000286936.txt,1,0,0,0,0,0,0
13676,000000321811.txt,1,0,0,0,0,0,0
13677,000000225369.txt,2,0,0,0,0,0,0
13678,000000169986.txt,2,0,0,0,0,0,0
13679,000000044937.txt,0,0,0,0,0,0,1
13680,000000579950.txt,1,0,0,0,0,0,0
13681,000000242484.txt,5,0,0,0,0,0,0
13682,000000126229.txt,13,0,0,0,0,0,0
13683,000000096241.txt,4,0,0,0,0,1,0
13684,000000189323.txt,1,0,0,0,0,0,0
13685,000000253773.txt,1,0,0,0,0,0,0
13686,000000187187.txt,2,0,0,0,0,0,0
13687,000000185015.txt,2,0,0,0,0,0,0
13688,000000065404.txt,1,0,0,0,0,0,0
13689,000000016659.txt,2,0,0,0,0,0,0
13690,000000278435.txt,4,0,0,1,0,0,0
13691,000000376715.txt,1,0,0,0,0,0,0
13692,000000018563.txt,2,0,0,0,0,0,0
13693,000000485002.txt,7,0,0,0,0,0,0
13694,000000182852.txt,2,0,0,0,0,0,0
13695,000000198793.txt,4,0,0,0,0,0,0
13696,000000264128.txt,3,0,0,0,0,0,0
13697,000000031082.txt,3,0,1,0,0,0,0
13698,000000145903.txt,1,0,1,0,0,0,0
13699,000000250939.txt,1,0,0,1,0,0,0
13700,000000265277.txt,0,0,0,0,0,0,5
13701,000000228261.txt,13,0,0,0,0,0,0
13702,000000402588.txt,10,0,0,0,0,0,0
13703,000000005589.txt,1,0,0,0,0,0,0
13704,000000146599.txt,13,0,0,1,0,0,0
13705,000000088339.txt,0,0,13,0,0,1,0
13706,000000405062.txt,1,0,0,0,0,0,0
13707,000000315795.txt,7,0,1,0,0,0,0
13708,000000522487.txt,6,0,0,0,0,0,0
13709,000000199244.txt,0,0,0,0,0,1,0
13710,000000579533.txt,11,0,0,0,0,0,0
13711,000000526778.txt,1,0,0,0,0,0,0
13712,000000496160.txt,1,0,0,0,0,0,0
13713,000000307238.txt,13,0,2,0,0,0,0
13714,000000430417.txt,11,0,0,0,0,0,0
13715,000000061676.txt,0,0,0,1,0,0,0
13716,000000393534.txt,13,0,0,0,0,0,0
13717,000000205782.txt,7,0,0,0,1,0,0
13718,000000310128.txt,1,0,0,0,0,0,0
13719,000000022240.txt,12,0,0,0,0,0,0
13720,000000327042.txt,6,0,0,0,0,0,0
13721,000000410933.txt,3,0,5,0,0,0,0
13722,000000139789.txt,1,0,0,0,0,0,0
13723,000000341838.txt,4,1,2,0,0,0,0
13724,000000104422.txt,1,0,0,0,0,0,0
13725,000000024737.txt,1,0,0,0,0,0,0
13726,000000529159.txt,1,0,0,0,0,0,0
13727,000000417619.txt,2,0,0,0,0,0,0
13728,000000315434.txt,0,0,1,0,0,0,1
13729,000000295124.txt,4,0,0,0,0,0,0
13730,000000184295.txt,4,0,0,0,0,0,0
13731,000000272159.txt,1,0,0,0,0,0,0
13732,000000230135.txt,2,0,1,0,0,0,0
13733,000000075305.txt,1,0,2,0,0,0,0
13734,000000138040.txt,4,0,0,0,1,0,1
13735,000000434092.txt,2,0,0,0,0,0,0
13736,000000354575.txt,2,0,0,0,0,0,0
13737,000000246280.txt,2,0,0,0,0,0,0
13738,000000183889.txt,1,0,0,0,0,0,0
13739,000000302551.txt,11,0,3,0,0,0,0
13740,000000475319.txt,6,0,0,0,0,0,0
13741,000000082705.txt,1,0,0,0,0,0,0
13742,000000063636.txt,1,0,0,0,0,0,0
13743,000000493477.txt,0,0,1,0,0,0,0
13744,000000472968.txt,6,0,0,0,0,0,0
13745,000000288753.txt,1,0,0,0,0,0,0
13746,000000460030.txt,13,0,0,0,0,0,0
13747,000000507782.txt,2,0,0,0,0,0,0
13748,000000130517.txt,12,0,2,0,0,0,0
13749,000000135538.txt,2,0,0,0,0,0,0
13750,000000242631.txt,7,0,0,0,0,0,0
13751,000000362094.txt,2,0,0,0,0,0,0
13752,000000391463.txt,7,0,0,0,0,0,0
13753,000000355487.txt,2,0,0,0,0,0,0
13754,000000507886.txt,1,0,0,0,0,0,0
13755,000000040246.txt,7,0,0,0,0,0,0
13756,000000208594.txt,4,0,0,0,0,0,0
13757,000000178749.txt,3,1,6,0,0,0,0
13758,000000440698.txt,1,4,0,0,0,0,0
13759,000000235545.txt,4,0,0,0,0,1,0
13760,000000136886.txt,12,0,0,0,0,0,0
13761,000000341815.txt,0,0,0,0,0,3,0
13762,000000398633.txt,0,0,0,0,0,1,0
13763,000000217078.txt,13,0,0,0,0,0,0
13764,000000333431.txt,1,0,0,0,0,0,0
13765,000000157053.txt,1,0,0,0,0,0,0
13766,000000273120.txt,2,0,0,0,0,0,0
13767,000000489879.txt,2,0,0,0,0,0,0
13768,000000131450.txt,1,0,3,0,0,0,0
13769,000000026747.txt,13,0,5,1,0,0,1
13770,000000221891.txt,0,0,5,0,0,0,0
13771,000000124751.txt,2,0,0,0,0,0,0
13772,000000341947.txt,4,0,0,0,0,0,0
13773,000000419789.txt,2,0,0,0,0,0,0
13774,000000416510.txt,5,0,0,0,0,0,0
13775,000000209574.txt,13,2,3,0,2,0,0
13776,000000357904.txt,4,0,0,0,0,0,0
13777,000000126931.txt,6,0,0,0,0,0,0
13778,000000101234.txt,3,0,0,0,0,0,0
13779,000000415904.txt,13,3,1,1,0,0,0
13780,000000311088.txt,4,0,2,0,0,0,1
13781,000000423349.txt,4,0,0,0,0,0,0
13782,000000243526.txt,4,0,0,0,0,0,0
13783,000000121817.txt,3,0,0,0,0,0,0
13784,000000017582.txt,3,0,0,0,0,0,0
13785,000000009275.txt,1,0,0,0,0,0,0
13786,000000262673.txt,3,0,0,0,0,0,0
13787,000000026782.txt,13,0,0,0,0,0,0
13788,000000176195.txt,11,0,0,0,0,0,0
13789,000000271058.txt,1,0,0,0,0,0,0
13790,000000310104.txt,1,0,0,0,0,0,0
13791,000000055937.txt,6,0,0,0,0,0,0
13792,000000480486.txt,1,0,0,0,0,0,0
13793,000000318681.txt,1,0,0,0,0,0,0
13794,000000315620.txt,13,0,1,0,0,0,0
13795,000000248701.txt,1,0,0,0,0,0,0
13796,000000244151.txt,1,0,0,0,0,0,0
13797,000000030665.txt,2,0,0,0,0,0,0
13798,000000372292.txt,4,0,0,1,0,0,2
13799,000000094248.txt,1,0,1,0,0,0,0
13800,000000350686.txt,0,0,0,0,0,1,0
13801,000000427117.txt,1,0,0,0,0,0,0
13802,000000276317.txt,1,0,0,0,0,0,0
13803,000000350795.txt,1,0,0,0,0,0,0
13804,000000428064.txt,1,0,0,0,0,0,0
13805,000000200018.txt,0,0,3,0,0,0,0
13806,000000315508.txt,3,0,13,0,0,0,2
13807,000000076406.txt,5,0,0,0,0,0,0
13808,000000425462.txt,1,0,0,0,0,0,0
13809,000000112385.txt,1,0,0,0,0,0,0
13810,000000259535.txt,6,2,1,0,0,0,0
13811,000000341503.txt,2,0,5,0,0,0,1
13812,000000360461.txt,2,0,0,0,0,0,0
13813,000000269605.txt,4,0,0,0,0,0,0
13814,000000375483.txt,1,0,0,0,0,0,0
13815,000000469595.txt,0,0,0,0,0,1,0
13816,000000433804.txt,8,0,0,0,0,0,0
13817,000000215460.txt,2,0,0,0,0,0,0
13818,000000174217.txt,13,0,0,0,0,0,0
13819,000000129397.txt,7,0,0,0,0,0,0
13820,000000099260.txt,1,0,0,0,0,0,0
13821,000000116017.txt,2,0,0,0,0,0,0
13822,000000149233.txt,4,0,0,0,0,0,0
13823,000000410239.txt,8,0,2,0,0,0,2
13824,000000299786.txt,13,0,0,0,0,0,0
13825,000000436306.txt,1,0,0,0,0,0,0
13826,000000480657.txt,0,0,0,0,1,0,0
13827,000000449102.txt,2,0,0,0,0,0,0
13828,000000551630.txt,10,0,0,0,0,0,0
13829,000000229184.txt,1,0,0,0,0,0,0
13830,000000244365.txt,4,0,2,0,2,0,1
13831,000000426578.txt,4,0,0,0,0,0,0
13832,000000328368.txt,4,0,5,0,0,0,0
13833,000000529376.txt,2,0,0,0,0,0,0
13834,000000270407.txt,2,1,12,0,0,0,0
13835,000000007913.txt,6,0,0,0,0,0,0
13836,000000192319.txt,4,0,0,0,0,0,0
13837,000000149572.txt,1,0,0,0,0,0,0
13838,000000003225.txt,1,0,0,0,0,0,0
13839,000000325958.txt,1,0,0,1,0,0,0
13840,000000036433.txt,2,0,0,0,0,0,0
13841,000000182164.txt,1,0,0,0,0,0,0
13842,000000044060.txt,10,0,0,0,0,0,0
13843,000000029538.txt,2,0,0,0,0,0,0
13844,000000417031.txt,5,0,0,0,0,0,0
13845,000000493417.txt,1,0,0,0,0,0,0
13846,000000088047.txt,3,0,1,0,0,0,2
13847,000000097094.txt,1,0,0,0,0,0,0
13848,000000133369.txt,1,0,0,0,0,0,0
13849,000000394539.txt,1,0,0,0,0,0,0
13850,000000401402.txt,2,0,0,0,0,0,1
13851,000000078290.txt,1,0,0,0,0,0,0
13852,000000425472.txt,1,0,0,0,0,0,0
13853,000000352427.txt,3,0,0,0,0,0,0
13854,000000029913.txt,0,2,1,0,0,0,0
13855,000000488375.txt,4,0,0,0,0,0,0
13856,000000155939.txt,3,0,0,0,0,0,0
13857,000000311964.txt,4,0,0,0,0,0,0
13858,000000484288.txt,13,0,0,0,0,0,0
13859,000000214421.txt,3,0,0,0,0,0,0
13860,000000074335.txt,5,0,0,0,0,0,0
13861,000000425447.txt,1,0,0,0,0,0,1
13862,000000290010.txt,10,0,0,0,0,0,0
13863,000000521721.txt,0,0,1,0,0,0,0
13864,000000273250.txt,1,0,0,0,0,0,0
13865,000000287474.txt,1,0,0,0,1,0,0
13866,000000068581.txt,1,0,0,0,0,0,0
13867,000000014630.txt,2,0,0,0,0,0,0
13868,000000135975.txt,1,0,0,0,0,0,0
13869,000000401240.txt,13,0,0,0,0,0,0
13870,000000300786.txt,1,0,0,0,0,0,0
13871,000000023249.txt,0,0,0,1,0,0,0
13872,000000025162.txt,1,0,0,0,0,0,0
13873,000000535585.txt,4,0,0,0,0,0,0
13874,000000184276.txt,2,0,0,0,0,0,0
13875,000000067090.txt,2,0,0,0,0,0,0
13876,000000003817.txt,8,0,1,2,0,0,0
13877,000000435707.txt,1,0,0,0,0,0,0
13878,000000135685.txt,1,0,0,0,0,0,0
13879,000000257875.txt,13,0,3,0,0,0,0
13880,000000462477.txt,4,0,0,0,0,0,0
13881,000000141510.txt,2,0,0,0,0,0,0
13882,000000037678.txt,1,0,0,0,0,2,0
13883,000000041453.txt,6,0,1,2,0,0,1
13884,000000030488.txt,9,0,0,0,0,0,0
13885,000000297198.txt,1,0,0,0,0,0,0
13886,000000200312.txt,1,0,0,0,0,0,0
13887,000000240033.txt,2,0,0,0,0,0,0
13888,000000224080.txt,1,0,0,0,0,0,0
13889,000000033718.txt,11,0,0,0,1,0,1
13890,000000211420.txt,3,0,0,0,0,0,0
13891,000000043486.txt,5,0,0,0,0,0,0
13892,000000306186.txt,1,0,0,0,0,0,0
13893,000000105529.txt,1,0,0,0,0,0,0
13894,000000034608.txt,0,0,0,0,0,1,0
13895,000000372141.txt,3,0,3,0,0,0,0
13896,000000552204.txt,1,0,0,0,0,0,0
13897,000000186155.txt,7,0,0,0,0,0,0
13898,000000082744.txt,13,0,0,0,0,0,0
13899,000000531730.txt,5,0,0,0,0,0,0
13900,000000391543.txt,10,0,12,0,2,0,1
13901,000000309317.txt,1,0,0,0,0,0,0
13902,000000518761.txt,1,0,0,0,0,0,0
13903,000000487840.txt,2,2,0,0,0,0,0
13904,000000194754.txt,6,0,0,0,0,0,0
13905,000000057969.txt,0,0,0,0,0,0,1
13906,000000330845.txt,1,0,0,0,0,0,0
13907,000000241261.txt,6,0,0,0,0,0,0
13908,000000350819.txt,1,0,3,0,0,0,1
13909,000000511363.txt,13,0,0,0,0,0,0
13910,000000008385.txt,0,0,0,0,0,1,0
13911,000000127267.txt,1,0,0,0,0,0,0
13912,000000130851.txt,2,0,0,0,0,0,0
13913,000000256087.txt,6,0,0,0,0,0,0
13914,000000318284.txt,1,0,0,0,0,0,0
13915,000000308947.txt,6,0,4,0,0,0,3
13916,000000448689.txt,3,0,0,0,0,0,0
13917,000000198506.txt,6,0,0,0,0,1,0
13918,000000496870.txt,6,0,2,0,0,0,0
13919,000000273217.txt,1,0,0,0,0,0,0
13920,000000428263.txt,13,0,0,0,0,0,0
13921,000000284770.txt,11,0,0,0,0,0,0
13922,000000334448.txt,1,0,0,0,0,0,0
13923,000000276408.txt,3,0,0,0,0,0,0
13924,000000477335.txt,2,0,0,0,0,0,0
13925,000000468789.txt,2,0,0,0,0,0,0
13926,000000479443.txt,1,0,0,0,0,0,0
13927,000000546658.txt,1,0,6,0,0,0,0
13928,000000037671.txt,10,0,0,0,0,0,0
13929,000000000723.txt,4,0,0,1,0,0,0
13930,000000412090.txt,1,0,0,0,0,0,0
13931,000000346083.txt,3,0,0,0,0,1,0
13932,000000229127.txt,1,0,0,0,0,0,0
13933,000000335321.txt,8,0,4,0,0,0,0
13934,000000568952.txt,1,0,0,0,0,0,0
13935,000000561917.txt,3,0,10,0,0,0,0
13936,000000111526.txt,1,0,0,0,0,0,0
13937,000000212605.txt,1,0,0,0,0,0,0
13938,000000353835.txt,1,0,0,0,0,0,0
13939,000000468465.txt,4,0,0,0,0,0,0
13940,000000096931.txt,10,2,0,0,0,0,0
13941,000000253006.txt,1,0,0,0,0,0,0
13942,000000360604.txt,2,0,4,0,0,0,5
13943,000000117413.txt,7,0,2,1,0,0,1
13944,000000036728.txt,0,0,9,0,0,0,0
13945,000000136768.txt,13,0,0,0,0,0,0
13946,000000000659.txt,7,0,0,0,0,1,0
13947,000000342869.txt,9,0,0,0,0,1,0
13948,000000272670.txt,2,0,0,0,0,0,0
13949,000000362816.txt,1,0,0,0,0,0,0
13950,000000031542.txt,1,0,0,0,0,0,0
13951,000000322659.txt,13,0,0,1,2,0,0
13952,000000029145.txt,1,0,0,0,0,0,0
13953,000000037660.txt,1,0,0,0,0,0,0
13954,000000100231.txt,1,0,0,0,0,0,0
13955,000000192369.txt,12,0,0,0,0,0,0
13956,000000095474.txt,2,3,0,0,0,0,0
13957,000000373414.txt,13,0,0,0,1,0,0
13958,000000111543.txt,1,0,0,0,0,0,0
13959,000000078604.txt,3,0,0,0,0,0,0
13960,000000239668.txt,0,0,0,0,0,1,0
13961,000000474268.txt,12,0,0,0,0,0,0
13962,000000397673.txt,0,0,0,0,0,0,2
13963,000000004140.txt,2,0,0,0,1,0,0
13964,000000146469.txt,3,0,0,0,0,0,0
13965,000000536950.txt,3,0,0,0,0,0,0
13966,000000100098.txt,1,0,0,0,0,0,0
13967,000000194729.txt,0,0,4,0,0,0,1
13968,000000577835.txt,0,0,2,0,0,0,1
13969,000000282357.txt,6,0,0,0,0,0,0
13970,000000041311.txt,2,0,0,0,0,0,0
13971,000000158747.txt,1,0,0,0,0,0,0
13972,000000032362.txt,2,0,0,0,0,0,0
13973,000000410590.txt,13,2,2,0,1,0,0
13974,000000510768.txt,3,0,0,0,0,1,0
13975,000000178275.txt,1,0,0,0,0,0,0
13976,000000067470.txt,1,1,0,0,0,0,0
13977,000000507889.txt,1,0,4,0,0,1,0
13978,000000244875.txt,0,0,2,0,0,0,0
13979,000000464430.txt,3,0,0,0,0,0,0
13980,000000528284.txt,1,0,0,0,0,0,0
13981,000000046013.txt,1,0,0,0,0,0,0
13982,000000561523.txt,3,0,0,0,0,0,0
13983,000000267000.txt,2,0,0,0,0,0,0
13984,000000284759.txt,2,0,0,0,0,0,0
13985,000000552420.txt,12,0,0,0,0,0,0
13986,000000145637.txt,2,0,0,0,0,0,0
13987,000000243327.txt,3,0,0,0,0,0,0
13988,000000564352.txt,13,0,0,0,0,0,0
13989,000000390087.txt,0,0,0,0,0,0,3
13990,000000079090.txt,1,0,0,0,0,0,0
13991,000000095902.txt,1,0,2,1,0,0,0
13992,000000128431.txt,1,0,0,0,0,0,0
13993,000000067422.txt,13,0,0,0,0,0,0
13994,000000074110.txt,2,0,0,0,0,1,0
13995,000000157186.txt,9,0,0,0,0,0,0
13996,000000103870.txt,1,0,0,0,0,0,0
13997,000000012398.txt,1,0,0,0,0,0,0
